"REINA BEATRIX INTL","TNCA","12.501389:-70.015221"
"HOEDSPRUIT AFB","FAHS","-24.368642:31.048744"
"CALVINIA","FACV","-31.500278:19.725897"
"EAST LONDON","FAEL","-33.035569:27.825939"
"MARBLE HALL","FAMI","-24.989114:29.283122"
"ALLDAYS","FAAL","-22.679017:29.055517"
"RAND","FAGM","-26.242506:28.151169"
"JOHAN PIENAAR","FAKU","-27.456667:23.411388"
"MAFIKENG","FAMM","-25.798444:25.548028"
"MALELANE","FAMN","-25.473603:31.565828"
"ZEERUST","FAZR","-25.598972:26.042333"
"GRAHAMSTOWN","FAGT","-33.284721:26.498083"
"SISHEN","FASS","-27.648606:22.999278"
"POTCHEFSTROOM","FAPS","-26.670994:27.081900"
"VEREENIGING","FAVV","-26.566372:27.960756"
"MIDDELBURG","FAMB","-25.684775:29.440158"
"FICKSBURG SENTRAOES","FAFB","-28.823119:27.908900"
"BHISHO","FABE","-32.897150:27.279111"
"PARYS","FAPY","-26.889344:27.503417"
"POLOKWANE INTL","FAPP","-23.845306:29.458611"
"KRUGERSDORP","FAKR","-26.080978:27.725667"
"KROONSTAD","FAKS","-27.660617:27.315761"
"ROBERTSON","FARS","-33.812181:19.902828"
"WITBANK","FAWI","-25.832294:29.192019"
"LOUIS TRICHARDT","FALO","-23.061917:29.864750"
"PRINCE MANGOSUTHU BUTHELEZI","FAUL","-28.320586:31.416519"
"DUKUDUKU","FADK","-28.368416:32.248138"
"BETHLEHEM","FABM","-28.248392:28.336125"
"SPRINGBOK","FASB","-29.689333:17.939611"
"KLEINSEE","FAKZ","-29.688403:17.094006"
"HARMONY","FAHA","-28.078694:26.861178"
"PIETERMARITZBURG","FAPM","-29.648975:30.398667"
"YSTERPLAAT","FAYP","-33.900244:18.498297"
"CAPE TOWN INTL","FACT","-33.964806:18.601667"
"RICHARDS BAY","FARB","-28.741039:32.092111"
"NYLSTROOM","FANY","-24.686056:28.434944"
"UPINGTON","FAUP","-28.399097:21.260239"
"LANSERIA","FALA","-25.938514:27.926133"
"RUSTENBURG","FARG","-25.644300:27.271119"
"NEWCASTLE","FANC","-27.770586:29.976894"
"NEW TEMPE","FATP","-29.032928:26.157564"
"OUDTSHOORN","FAOH","-33.606967:22.188978"
"OVERBERG","FAOB","-34.554861:20.250681"
"MAJUBA POWER STATION","FAMJ","-27.079253:29.778528"
"QUEENSTOWN","FAQT","-31.920197:26.882206"
"GARIEP DAM","FAHV","-30.562164:25.528286"
"BLOEMFONTEIN INTL","FABL","-29.092722:26.302444"
"SECUNDA","FASC","-26.524083:29.170144"
"DURBAN INTL","FADN","-29.970089:30.950519"
"PORT ELIZABETH INTL","FAPE","-33.984919:25.617275"
"P C PELSER","FAKD","-26.871064:26.718003"
"TUTUKA POWER STATION","FATT","-26.776556:29.338778"
"LICHTENBURG","FALI","-26.175672:26.184575"
"MARGATE","FAMG","-30.857408:30.343019"
"PILANESBERG INTL","FAPN","-25.333822:27.173358"
"GEORGE","FAGG","-34.005553:22.378889"
"VIRGINIA","FAVG","-29.770606:31.058406"
"WELKOM","FAWM","-27.998000:26.669586"
"MALAMALA","FAMD","-24.818111:31.544584"
"BRAKPAN","FABB","-26.238650:28.301769"
"SPRINGS","FASI","-26.248411:28.397508"
"KOLDA NORTH","GO","12.898508:-14.968111"
"LEOPOLD SEDAR SENGHOR INTL","GOOY","14.739708:-17.490225"
"BAKEL","GOTB","14.847256:-12.468264"
"DODJI","GO","15.543861:-14.958342"
"CAP SKIRING","GOGS","12.410200:-16.746125"
"SAINT LOUIS","GOSS","16.050761:-16.463172"
"ZIGUINCHOR","GOGG","12.555617:-16.281783"
"KEDOUGOU","GOTK","12.572292:-12.220333"
"KAOLACK","GOOK","14.146881:-16.051297"
"TAMBACOUNDA","GOTT","13.736817:-13.653122"
"ASCENSION AUX AF","FHAW","-7.969597:-14.393664"
"CERKLJE","LJCE","45.899971:15.530194"
"PORTOROZ","LJPZ","45.473353:13.614978"
"MARIBOR","LJMB","46.479861:15.686131"
"SLOVENJ GRADEC","LJSG","46.471975:15.116997"
"LJUBLJANA","LJLJ","46.223686:14.457611"
"FREETOWN LUNGI","GFLL","8.616444:-13.195489"
"PAYA LEBAR","WSAP","1.360417:103.909530"
"TENGAH","WSAT","1.387258:103.708719"
"SEMBAWANG","WSAG","1.425264:103.812806"
"SINGAPORE CHANGI INTL","WSSS","1.350189:103.994433"
"SELETAR","WSSL","1.416950:103.867653"
"EGAL INTL","HCMH","9.518167:44.088758"
"BERBERA","HCMI","10.389167:44.941106"
"KISIMAYU","HCMK","-0.377353:42.459233"
"LA GOMERA","GCGM","28.029625:-17.214600"
"BEAS DE SEGURA","LEBE","38.273428:-2.944083"
"POZUELOS DE CALATRAVA","LEPZ","38.912222:-4.191111"
"FUENTEMILANOS","LEFM","40.888039:-4.238956"
"LA CALDERERA","LELA","38.747892:-3.514564"
"MOJADOS","LE","41.464667:-4.714266"
"JAYENA","LE","36.930669:-3.835381"
"LA PERDIZ","LEIZ","38.513139:-3.364325"
"MELILLA","GEML","35.279817:-2.956256"
"ARMILLA","LEGA","37.133222:-3.635694"
"MORON AB","LEMO","37.174917:-5.615944"
"VALENCIA","LEVC","39.489314:-0.481625"
"SANTIAGO","LEST","42.896333:-8.415144"
"ROTA NS","LERT","36.645211:-6.349458"
"GETAFE","LEGT","40.294139:-3.723833"
"LA PALMA","GCLA","28.626478:-17.755611"
"TENERIFE NORTE","GCXO","28.482653:-16.341536"
"GIRONA","LEGE","41.900969:2.760547"
"CUATRO VIENTOS","LEVS","40.370678:-3.785144"
"FUERTEVENTURA","GCFV","28.452717:-13.863761"
"EL TIETAR","LETI","40.243889:-4.794444"
"MENORCA","LEMH","39.862597:4.218647"
"MALAGA","LEMG","36.674900:-4.499106"
"BARAJAS","LEMD","40.493556:-3.566764"
"BILBAO","LEBB","43.301097:-2.910608"
"ROZAS","LERO","43.116944:-7.470278"
"JEREZ","LEJR","36.744622:-6.060111"
"ALMERIA","LEAM","36.843936:-2.370097"
"REUS","LERS","41.147392:1.167172"
"LA MORGAL","LEMR","43.429164:-5.830556"
"MURCIA SAN JAVIER","LELC","37.774972:-0.812389"
"GRAN CANARIA","GCLP","27.931886:-15.386586"
"ALCANTARILLA","LERI","37.951111:-1.230319"
"BARCELONA","LEBL","41.297078:2.078464"
"ZARAGOZA AB","LEZG","41.666242:-1.041553"
"SANTANDER","LEXJ","43.427064:-3.820006"
"SON BONET","LESB","39.598889:2.702778"
"VITORIA","LEVT","42.882836:-2.724469"
"CORDOBA","LEBA","37.842006:-4.848878"
"LANZAROTE","GCRR","28.945464:-13.605225"
"PALMA DE MALLORCA","LESJ","39.551675:2.738808"
"ASTURIAS","LEAS","43.563567:-6.034622"
"TORREJON","LETO","40.496747:-3.445872"
"SALAMANCA","LESA","40.952117:-5.501986"
"GRANADA","LEGR","37.188731:-3.777356"
"VIGO","LEVX","42.231800:-8.626775"
"HIERRO","GCHI","27.814847:-17.887056"
"SEVILLA","LEZL","37.418000:-5.893106"
"TENERIFE SUR","GCTS","28.044475:-16.572489"
"TALAVERA LA REAL","LEBZ","38.891250:-6.821333"
"ALICANTE","LEAL","38.282169:-0.558156"
"SEO DE URGEL","LESU","42.338611:1.409167"
"VALLADOLID","LEVD","41.706111:-4.851944"
"TABLADA","LE","37.351696:-6.014556"
"A CORUNA","LECO","43.302061:-8.377256"
"PAMPLONA","LEPP","42.770039:-1.646331"
"IBIZA","LEIB","38.872858:1.373117"
"ALBACETE","LEAB","38.948528:-1.863517"
"LA CERDANA","LECD","42.386389:1.866667"
"SAN SEBASTIAN","LESO","43.356519:-1.790611"
"LEON","LELN","42.589000:-5.655556"
"BURGOS","LEBG","42.357628:-3.620764"
"LOGRONO","LERJ","42.460528:-2.320489"
"ROBLEDILLO DE MOHERNANDO","LERM","40.865278:-3.247778"
"SAN LUIS","LESL","39.862222:4.258333"
"OCANA","LEOC","39.937500:-3.503333"
"GEORGE F L CHARLES","TLPC","14.020228:-60.992936"
"HEWANORRA INTL","TLPL","13.733194:-60.952597"
"JUBA","HSSJ","4.872006:31.601117"
"PORT SUDAN","HSPN","19.433639:37.234075"
"KASSALA","HSKA","15.387494:36.328842"
"KHARTOUM","HSSS","15.589497:32.553161"
"EL OBEID","HSOB","13.153219:30.232675"
"MALAKAL","HSSM","9.558969:31.652242"
"DAMAZIN","HSDZ","11.785889:34.336656"
"DONGOLA","HSDN","19.153867:30.430094"
"EL FASHIR","HSFS","13.614892:25.324650"
"NYALA","HSNN","12.053475:24.956178"
"KADUGLI","HSLI","11.138028:29.701122"
"LONGYEAR","ENSB","78.246111:15.465556"
"BROGGERHALVOYA","EN","78.927528:11.874272"
"PAJALA","ESUP","67.245639:23.068911"
"KARLSTAD","ESOK","59.444714:13.337361"
"PITEA","ESNP","65.398333:21.260833"
"KRONOBERG","ESMX","56.929144:14.727994"
"SODERHAMN","ESNY","61.261481:17.099053"
"SAAB","ESSL","58.406150:15.680508"
"KUNGSANGEN","ESSP","58.586253:16.250622"
"ESKILSTUNA","ESSU","59.351078:16.708400"
"ARVIDSJAUR","ESNX","65.590278:19.281944"
"GAVLE","ESSK","60.593333:16.951389"
"HAGFORS","ESOH","60.020064:13.578908"
"HEMAVAN","ESUT","65.806111:15.082778"
"VISBY","ESSV","57.662797:18.346211"
"FALKOPING","ESGK","58.169794:13.587847"
"HUDIKSVALL","ESNH","61.768092:17.080719"
"STORUMAN","ESUD","64.960894:17.696583"
"KALMAR","ESMQ","56.685531:16.287578"
"ORNSKOLDSVIK","ESNO","63.408339:18.990039"
"ARBOGA","ESQO","59.386585:15.924055"
"BORLANGE","ESSD","60.422017:15.515211"
"SVEG","ESND","62.047811:14.422950"
"SUNDSVALL HARNOSAND","ESNN","62.528125:17.443928"
"RONNEBY","ESDF","56.266667:15.265000"
"LJUNGBYHED","ESTL","56.082779:13.212500"
"KRISTIANSTAD","ESMK","55.921686:14.085536"
"STURUP","ESMS","55.530193:13.371639"
"BROMMA","ESSB","59.354372:17.941650"
"UMEA","ESNU","63.791828:20.282758"
"VIDSEL","ESPE","65.875325:20.149917"
"TROLLHATTAN VANERSBORG","ESGT","58.318056:12.345000"
"KALIXFORS","ESUK","67.764789:20.257228"
"GALLIVARE","ESNG","67.132408:20.814636"
"ARLANDA","ESSA","59.651944:17.918611"
"LANDVETTER","ESGG","57.662836:12.279819"
"ARVIKA","ESKV","59.675856:12.639442"
"KARLSKOGA","ESKK","59.345867:14.495922"
"OPTAND","ESNM","63.128611:14.802778"
"FROSON","ESPC","63.194125:14.502008"
"TORSBY","ESST","60.157622:12.991269"
"ORSA","ESNR","61.190033:14.712567"
"ANGELHOLM","ESTA","56.296072:12.847139"
"JONKOPING","ESGJ","57.757594:14.068731"
"RADA","ESFR","58.498136:13.053231"
"HULTSFRED","ESSF","57.525833:15.823333"
"KRAMFORS SOLLEFTEA","ESNK","63.048597:17.768856"
"OREBRO","ESOE","59.223733:15.037956"
"MALMEN","ESCF","58.402278:15.525683"
"MORA","ESKM","60.957908:14.511383"
"HALMSTAD","ESMT","56.691128:12.820211"
"LIDKOPING","ESGL","58.465522:13.174414"
"SKOVDE","ESGR","58.456400:13.972672"
"BRAVALLA","ESCK","58.610867:16.103592"
"SATTNA","ESNT","62.481369:17.002917"
"SKAVSTA","ESKN","58.788636:16.912189"
"SAVE","ESGP","57.774722:11.870372"
"VILHELMINA","ESNV","64.579083:16.833575"
"HEDLANDA","ESNC","62.408889:13.747222"
"HAGSHULT","ESMV","57.292222:14.137222"
"JOKKMOKK","ESNJ","66.496236:20.147181"
"KARLSBORG","ESIA","58.513842:14.507119"
"SATENAS","ESIB","58.426445:12.714389"
"ANDERSTORP","ESMP","57.264167:13.599439"
"UPPSALA","ESCM","59.897328:17.588581"
"SKELLEFTEA","ESNS","64.624772:21.076892"
"FERINGE","ESMG","56.950278:13.921667"
"KALLAX","ESPA","65.543758:22.121989"
"LYCKSELE","ESNL","64.548322:18.716219"
"OSKARSHAMN","ESMO","57.350453:16.497972"
"EMMABODA","ESMA","56.610761:15.604761"
"KIRUNA","ESNQ","67.821986:20.336764"
"HALLVIKEN","ESNA","63.738333:15.458333"
"BARKARBY","ESKB","59.418694:17.890694"
"VASTERAS","ESOW","59.589444:16.633611"
"LANDSKRONA","ESML","55.944444:12.869444"
"ABU AD DUHUR","OS","35.732164:37.104214"
"HAMAH","OS","35.118156:36.711186"
"DEIR ZZOR","OSDZ","35.285374:40.175961"
"BASSEL AL ASSAD INTL","OSLK","35.401094:35.948681"
"TABQA","OS","35.754733:38.566839"
"ALEPPO INTL","OSAP","36.180675:37.224358"
"AS SUWAYDA WEST","OS","32.705203:36.412889"
"DUMAYR","OS","33.609622:36.748956"
"JIRAH","OS","36.096744:37.936461"
"MARJ RUHAYYIL","OS","33.286506:36.457447"
"DAMASCUS INTL","OSDI","33.411522:36.515558"
"AN NASIRIYAH","OS","33.919039:36.866636"
"SHAYRAT","OS","34.490267:36.909036"
"RASIN EL ABOUD","OS","36.187106:37.583186"
"KAMISHLY","OSKL","37.020625:41.191394"
"MEZZE","OS","33.477506:36.223422"
"PALMYRA","OSPR","34.557361:38.316889"
"SAYQAL","OS","33.682408:37.213897"
"KHALKHALAH","OS","33.061375:36.552350"
"AL QUSAYR","OS","34.569056:36.572833"
"MINAKH","OS","36.521617:37.041500"
"TIYAS","OS","34.522569:37.629942"
"AL AL","OS","32.786694:35.717964"
"AMBRI","LSPM","46.512501:8.689777"
"PAYERNE","LSMP","46.843208:6.915058"
"BUOCHS","LSMU","46.974914:8.399150"
"LUGANO","LSZA","46.004275:8.910578"
"SAANEN","LSGK","46.487499:7.250834"
"ST GALLEN ALTENRHEIN","LSZR","47.485033:9.560775"
"SION","LSGS","46.219592:7.326764"
"ST STEPHAN","LSTS","46.497442:7.412572"
"ALPNACH","LSMA","46.943889:8.284167"
"GENEVA COINTRIN","LSGG","46.238064:6.108950"
"EMMEN","LSME","47.092369:8.305117"
"MOLLIS","LSMF","47.078872:9.064831"
"ZURICH","LSZH","47.464722:8.549167"
"BERN BELP","LSZB","46.914100:7.497153"
"DUBENDORF","LSMD","47.398644:8.648231"
"SAMEDAN","LSZS","46.534075:9.884106"
"MEIRINGEN","LSMM","46.743333:8.110000"
"GRENCHEN","LSZG","47.181628:7.417189"
"LES EPLATURES","LSGC","47.083850:6.792836"
"PIARCO","TTPP","10.595369:-61.337242"
"CROWN POINT","TTCP","11.149658:-60.832194"
"NAKHON RATCHASIMA","VTUQ","14.949497:102.312736"
"CHUMPHON","VTSE","10.711200:99.361706"
"ROI ET","VTUV","16.116761:103.773797"
"KRABI","VTSG","8.099117:98.986178"
"NAKHON SI THAMMARAT","VTSF","8.539617:99.944725"
"NAKHON PHANOM","VTUW","17.383794:104.643022"
"PHETCHABUN","VTPB","16.676028:101.195108"
"TRAT","VTBO","12.274572:102.318958"
"KHON KAEN","VTUK","16.466628:102.783661"
"SAK LONG","VTPL","16.824322:101.251389"
"U TAPHAO INTL","VTBU","12.679944:101.005028"
"HUA HIN","VTPH","12.636225:99.951533"
"MAE HONG SON","VTCH","19.301253:97.975831"
"MAE SOT","VTPM","16.699856:98.545056"
"KHOK KATHIAM","VTBL","14.874561:100.663367"
"KHUNAN PHUMIPOL","VTPY","17.234211:99.057911"
"LOEI","VTUL","17.439133:101.722064"
"SURAT THANI","VTSB","9.132603:99.135586"
"UBON RATCHATHANI","VTUU","15.251278:104.870231"
"SA PRAN NAK","VTBH","14.949450:100.643022"
"PRACHUAP","VTBP","11.788361:99.804667"
"SAMUI","VTSM","9.547794:100.062272"
"PATTANI","VTSK","6.785458:101.153569"
"LAMPANG","VTCL","18.270933:99.504167"
"CHIANG RAI INTL","VTCT","19.952342:99.882928"
"TRANG","VTST","7.508744:99.616578"
"KAMPHAENG SAEN","VTBK","14.101975:99.917219"
"CHIANG MAI INTL","VTCC","18.766847:98.962644"
"SAKON NAKHON","VTUI","17.195142:104.118625"
"KHORAT","VTUN","14.934514:102.078639"
"PHITSANULOK","VTPP","16.782939:100.279122"
"TAKHLI","VTPI","15.277306:100.295861"
"PHUKET INTL","VTSP","8.113200:98.316872"
"WATTHANA NAKHON","VTBW","13.768800:102.315492"
"CHA IAN","VTSN","8.471147:99.955625"
"SONGKHLA","VTSH","7.186564:100.608031"
"KHAO E TO","VTBI","14.077761:101.379883"
"CHIANG RAI","VTCR","19.885361:99.826844"
"HAT YAI INTL","VTSS","6.933206:100.392975"
"NAKHON SAWAN","VTPN","15.672997:100.136794"
"TAK","VTPT","16.895989:99.253350"
"NAN","VTCN","18.807914:100.783419"
"NARATHIWAT","VTSC","6.519922:101.743400"
"BANGKOK INTL","VTBD","13.912583:100.606750"
"UDON THANI","VTUD","17.386436:102.788247"
"PHRAE","VTCP","18.132169:100.164664"
"ROB MUANG","VTUR","16.070350:103.645900"
"NAM PHONG","VT","16.652536:102.967639"
"SURIN","VTUJ","14.868264:103.498256"
"KHOUN KHAN","VTSA","6.661403:100.080317"
"RANONG","VTSR","9.777622:98.585483"
"BURI RAM","VTUO","15.229539:103.253231"
"SUKHOTHAI","VTPO","17.237992:99.818183"
"ISFARA","UT","40.120617:70.675169"
"MOSKOVSKIY PYANDZH","UT","37.640392:69.646597"
"KHOROG","UT","37.502225:71.513336"
"MURGAB","UT","38.190428:74.024750"
"GISSAR","UT","38.512328:68.672464"
"PARKHAR SOUTH","UT","37.469842:69.380833"
"KULYAB","UT","37.983417:69.800111"
"DUSHANBE","UTDD","38.543333:68.825000"
"KHUDZHAND","UTDL","40.215394:69.694708"
"JAGS MCCARTNEY INTL","MBGT","21.444536:-71.142311"
"PROVIDENCIALES","MBPV","21.773625:-72.265886"
"SOUTH CAICOS","MBSC","21.515739:-71.528528"
"NORTH CAICOS","MBNC","21.917475:-71.939561"
"FUA AMOTU INTL","NFTF","-21.241214:-175.149644"
"VAVAU INTL","NFTV","-18.585336:-173.961717"
"HAAPAI","NFTL","-19.777006:-174.341319"
"GNASSINGBE EYADEMA INTL","DXXX","6.165611:1.254511"
"NIAMTOUGOU INTERNATIONAL","DXNG","9.767333:1.091250"
"PRINCIPE","FPPR","1.662936:7.411742"
"SAO TOME INTL","FPST","0.378175:6.712153"
"REMADA","DTTD","32.306156:10.382108"
"CARTHAGE","DTTA","36.851033:10.227217"
"BORJ EL AMRI","DTTI","36.721339:9.943147"
"GABES","DTTG","33.876919:10.103333"
"SIDI AHMED AIR BASE","DTTB","37.245447:9.791453"
"HABIB BOURGUIBA INTL","DTMB","35.758056:10.754722"
"GAFSA","DTTF","34.422022:8.822503"
"MADANIYIN","DT","33.350244:10.443975"
"EL BORMA","DTTR","31.704281:9.254619"
"NEFTA","DTTZ","33.939722:8.110556"
"ZARZIS","DTTJ","33.875031:10.775461"
"TABARKA 7 NOVEMBRE","DTKA","36.980000:8.876944"
"THYNA","DTTX","34.717953:10.690972"
"SUAI","WPDB","-9.303306:125.286753"
"CAKUNG","WPEC","-8.485547:126.399389"
"PRESIDENTE NICOLAU LOBATO INTL","WPDL","-8.546553:125.524719"
"SULEYMAN DEMIREL","LTFC","37.855417:30.368397"
"MILAS BODRUM","LTFE","37.250611:27.664311"
"AGRI","LTCO","39.654569:43.027150"
"BALIKESIR KORFEZ","LTFD","39.554589:27.013833"
"ADIYAMAN","LTCP","37.731369:38.468936"
"USAK","LTBO","38.681478:29.471675"
"CARSAMBA","LTFH","41.254481:36.567106"
"SABIHA GOKCEN","LTFJ","40.898553:29.309219"
"MARDIN","LTCR","37.223336:40.631667"
"KAHRAMANMARAS","LTCN","37.538967:36.953411"
"ESKISEHIR","LTBI","39.784138:30.582111"
"ERZINCAN","LTCD","39.710203:39.527003"
"GUVERCINLIK","LTAB","39.934950:32.740775"
"YENISEHIR","LTBR","40.255208:29.562569"
"TULGA","LTAO","38.353750:38.253944"
"BALIKESIR","LTBF","39.619258:27.925958"
"DIYARBAKIR","LTCC","37.893897:40.201019"
"GAZIEMIR","LTBK","38.319106:27.159353"
"EFES","LTFB","37.950747:27.329014"
"ISPARTA","LTBM","37.785369:30.581817"
"TRABZON","LTCG","40.995108:39.789728"
"KONYA","LTAN","37.979000:32.561861"
"ADANA","LTAF","36.982166:35.280388"
"CARDAK","LTAY","37.785567:29.701297"
"SANLIURFA","LTCH","37.094261:38.847103"
"ATATURK","LTBA","40.976922:28.814606"
"KUTAHYA","LTBN","39.426708:30.016872"
"AKHISAR","LTBT","38.808887:27.833860"
"CANAKKALE","LTBH","40.137722:26.426777"
"BANDIRMA","LTBG","40.317972:27.977694"
"ANTALYA","LTAI","36.898731:30.800461"
"AKINCI","LTAE","40.078919:32.565625"
"BATMAN","LTCJ","37.928969:41.116583"
"YALOVA","LTBP","40.684353:29.375728"
"CIGLI","LTBL","38.513022:27.010053"
"KARS","LTCF","40.562222:43.115002"
"TOKAT","LTAW","40.306281:36.371089"
"INCIRLIK AB","LTAG","37.002100:35.425894"
"MUS","LTCK","38.747769:41.661236"
"SIIRT","LTCL","37.978886:41.840436"
"SAMANDIRA","LTBX","40.992975:29.216539"
"IMROZ","LT","40.207958:25.890278"
"DALAMAN","LTBS","36.713056:28.792500"
"ERKILET","LTAU","38.770386:35.495428"
"SIVRIHISAR","LTAV","39.451469:31.365308"
"SIVAS","LTAR","39.813828:36.903497"
"KAKLIC","LTFA","38.517608:26.977406"
"OGUZELI","LTAJ","36.947183:37.478683"
"ELAZIG","LTCA","38.606925:39.291417"
"KAPADOKYA","LTAZ","38.771867:34.534550"
"ETIMESGUT","LTAD","39.949831:32.688622"
"AFYON","LTAH","38.726425:30.601114"
"ERZURUM","LTCE","39.956501:41.170166"
"ANADOLU","LTBY","39.809858:30.519378"
"CORLU","LTBU","41.138250:27.919094"
"ESENBOGA","LTAC","40.128082:32.995083"
"MERZIFON","LTAP","40.829375:35.521992"
"TOPEL","LTBQ","40.735028:30.083336"
"ADNAN MENDERES","LTBJ","38.292392:27.156953"
"ERHAC","LTAT","38.435347:38.091006"
"VAN","LTCI","38.468219:43.332300"
"ISKENDERUN","LTAK","36.573472:36.154000"
"IMSIK","LTBV","37.140144:27.669717"
"NANGAN","RCFG","26.159778:119.958472"
"PINGTUNG SOUTH","RCDC","22.672367:120.461728"
"KAOHSIUNG INTL","RCKH","22.577094:120.350006"
"SHANG YI","RCBS","24.427892:118.359197"
"LYUDAO","RCGI","22.673853:121.466481"
"LONGTAN","RCDI","24.855136:121.237636"
"FENGNIN","RCFN","22.754986:121.101681"
"MAGONG","RCQC","23.568669:119.628311"
"CHING CHUAN KANG AB","RCMQ","24.264668:120.620580"
"SUNGSHAN","RCSS","25.069444:121.551667"
"HUALIEN","RCYU","24.023056:121.617778"
"CHIAYI","RCKU","23.461779:120.392830"
"CHIANG KAI SHEK INTL","RCTP","25.077731:121.232822"
"WANG AN","RCWA","23.370833:119.494444"
"JHIHHANG","RCQS","22.793117:121.181975"
"GANGSHAN","RCAY","22.782533:120.262569"
"TAINAN","RCNN","22.950361:120.205778"
"HSINCHU","RCPO","24.818033:120.939394"
"PINGTUNG NORTH","RCSQ","22.700239:120.482000"
"BEIGAN","RCMT","26.224153:120.002750"
"HENGCHUN","RCKW","22.041075:120.730208"
"LANYU","RCLY","22.028842:121.533642"
"PITNYAK","UT","41.124411:61.415300"
"YANGADZHA","UT","40.038136:53.328628"
"SERAKHS SOUTHEAST","UT","36.491922:61.266492"
"KERKI","UT","37.808983:65.212497"
"MARY NORTH","UT","37.664347:61.826981"
"ASHKHABAD BEZMEIN","UT","38.011981:58.195025"
"MARY","UTAM","37.619444:61.896667"
"TURKMENBASHI","UTAK","40.063333:53.007222"
"TURKMENABAT","UTAV","39.083333:63.613333"
"NEBIT DAG","UT","39.480600:54.365975"
"KIZYL ARVAT","UT","38.984236:56.356967"
"GAURDAK","UT","37.805892:65.965486"
"CHELEKEN EAST","UT","39.410458:53.198228"
"DASHOGUZ","UTAT","41.761111:59.826667"
"KALAI MOR","UT","35.662875:62.554839"
"ASHGABAT","UTAA","37.986814:58.360967"
"ARUSHA","HTAR","-3.367794:36.633333"
"MWANZA","HTMW","-2.444486:32.932667"
"ZANZIBAR","HTZA","-6.222025:39.224886"
"DODOMA","HTDO","-6.170436:35.752578"
"MTWARA","HTMT","-10.339058:40.181781"
"IRINGA","HTIR","-7.668633:35.752114"
"MWALIMU JULIUS K NYERERE INTL","HTDA","-6.878111:39.202625"
"PEMBA","HTPE","-5.257264:39.811417"
"TANGA","HTTG","-5.092358:39.071158"
"KILIMANJARO INTL","HTKJ","-3.429406:37.074461"
"LAKE MANYARA","HTLM","-3.376306:35.818278"
"ADJUMANI","HUAJ","3.339231:31.764719"
"ENTEBBE INTL","HUEN","0.042386:32.443503"
"SOROTI","HUSO","1.727692:33.622803"
"GULU","HUGU","2.805556:32.271792"
"HONINGTON","EGXH","52.342611:0.772939"
"WELSHPOOL","EGCW","52.628611:-3.153333"
"CRANFIELD","EGTC","52.072222:-0.616667"
"KEMBLE","EGBP","51.668056:-2.056944"
"PERRANPORTH","EGTP","50.331667:-5.177500"
"PREDANNACK","EGDO","50.001167:-5.230833"
"SHOREHAM","EGKA","50.835556:-0.297222"
"SHEFFIELD CITY","EGSY","53.394256:-1.388486"
"HEATHROW","EGLL","51.477500:-0.461389"
"EXETER","EGTE","50.734444:-3.413889"
"LUTON","EGGW","51.874722:-0.368333"
"LINTON ON OUSE","EGXU","54.048911:-1.252747"
"STORNOWAY","EGPO","58.215556:-6.331111"
"BLACKBUSHE","EGLK","51.323889:-0.847500"
"ST ATHAN","EGDX","51.404811:-3.435750"
"KINLOSS","EGQK","57.649386:-3.560636"
"LASHAM","EGHL","51.187167:-1.033500"
"DUXFORD","EGSU","52.090833:0.131944"
"BROUGH","EGNB","53.719667:-0.566333"
"VALLEY","EGOV","53.248097:-4.535339"
"ALDERGROVE","EGAA","54.657500:-6.215833"
"BIRMINGHAM","EGBB","52.453856:-1.748028"
"HAWARDEN","EGNR","53.178056:-2.977778"
"LLANBEDR","EGOD","52.811744:-4.123575"
"OBAN","EGEO","56.463500:-5.399667"
"LEEDS BRADFORD","EGNM","53.865897:-1.660569"
"CAERNARFON","EGCK","53.104167:-4.340278"
"COLERNE","EGUO","51.439083:-2.286389"
"MARHAM","EGYM","52.648353:0.550692"
"COVENTRY","EGBE","52.369722:-1.479722"
"NORTH WEALD","EGSX","51.721667:0.154167"
"LEICESTER","EGBG","52.607778:-1.031944"
"CAMPBELTOWN","EGEC","55.437222:-5.686389"
"ODIHAM","EGVO","51.234139:-0.942825"
